,HashWord,Frequency,State
21900,httpstcoenb8nbh3zp,1,Telangana
21901,httpstcoaygnfxgy3b,1,Telangana
21902,httpstcoyudflkuu4g,1,Telangana
21903,counting#congressiswinning,1,Telangana
21904,jast,1,Telangana
21905,godavarid,1,Telangana
21906,httpstcovjiro8qsat,1,Telangana
21907,@knowthenation,1,Telangana
21908,httpstcoijydkya649,1,Telangana
21909,b@pradeepvarma425,1,Telangana
21910,localities,1,Telangana
21911,simpler,1,Telangana
21912,camped,1,Telangana
21913,1700hrs,1,Telangana
21914,httpstcogsqedf6wkm,1,Telangana
21915,httpstcolikbyili5x,1,Telangana
21916,politicsall,1,Telangana
21917,jaruguthunda,1,Telangana
21918,httpstco166mmpbxdw,1,Telangana
21919,choksi,1,Telangana
21920,touring,1,Telangana
21921,5pm#telanganaelections,1,Telangana
21922,obituary,1,Telangana
21923,party#telanganaelections,1,Telangana
21924,httpstcocxonczijox,1,Telangana
21925,#odaarpuyathra,1,Telangana
21926,#unemployed,1,Telangana
21927,saar,1,Telangana
21928,httpstcoudlg2x55wz,1,Telangana
21929,nowr,1,Telangana
21930,othersmahakaushal,1,Telangana
21931,httpstcojiidzfhvic,1,Telangana
21932,#wednesdaywisdom,1,Telangana
21933,unemployer,1,Telangana
21934,#kingmakerpk,1,Telangana
21935,knowbut,1,Telangana
21936,httpstcozvaw1e1iop,1,Telangana
21937,icons,1,Telangana
21938,httpstcof8izgkkthb,1,Telangana
21939,charted,1,Telangana
21940,#mijoramelectionsshame,1,Telangana
21941,httpstcoiiryhycfhv,1,Telangana
21942,b@vjdevarakondacf,1,Telangana
21943,time#telanganaelections2018,1,Telangana
21944,httpstcontert6o02o,1,Telangana
21945,constantly,1,Telangana
21946,kashtapadtunadu,1,Telangana
21947,decemberbjp,1,Telangana
21948,gb,1,Telangana
21949,provocation,1,Telangana
21950,httpstco5ynqlwkjpl,1,Telangana
21951,httpstcoy0rnzvhufu,1,Telangana
21952,httpstcor3ehy5yv6u,1,Telangana
21953,gracefully,1,Telangana
21954,httpstcoha89blpw93,1,Telangana
21955,debtsscamgress,1,Telangana
21956,httpstcokv1x8i9ptr#congress,1,Telangana
21957,httpstco6z3kcdmi11,1,Telangana
21958,lovers,1,Telangana
21959,5055,1,Telangana
21960,httpstcorqn6kyn9e7,1,Telangana
21961,httpstcose2lce7guh,1,Telangana
21962,#telanganaelections#tdp,1,Telangana
21963,fatehnagar,1,Telangana
21964,httpstcoao2smku8cs,1,Telangana
21965,wildlife,1,Telangana
21966,httpstcow0hjzka9pc,1,Telangana
21967,#rajasthanassemblyelection,1,Telangana
21968,knurled,1,Telangana
21969,finishing,1,Telangana
21970,reading,1,Telangana
21971,httpstco31ajqn2wk9,1,Telangana
21972,2018these,1,Telangana
21973,dorikipokundaanni,1,Telangana
21974,oldcity,1,Telangana
21975,b@dheerajbabup,1,Telangana
21976,@akusharma73,1,Telangana
21977,httpstco4umtrtdntj,1,Telangana
21978,#lovepolitics,1,Telangana
21979,cccccccccccc,1,Telangana
21980,incidents,1,Telangana
21981,httpstcop4avsskkmn#ntvtelugu,1,Telangana
21982,bjpif,1,Telangana
21983,carlet,1,Telangana
21984,economical,1,Telangana
21985,#telanganavoter,1,Telangana
21986,overlooked,1,Telangana
21987,#quota,1,Telangana
21988,congressis,1,Telangana
21989,slave,1,Telangana
21990,95115other,1,Telangana
21991,kha,1,Telangana
21992,#sambadlottery,1,Telangana
21993,meaning,1,Telangana
21994,httpstcobmbrtaam54,1,Telangana
21995,vote#telanganaelections#telanganaelections2018follow,1,Telangana
21996,#kalwakurthyassembly,1,Telangana
21997,must#votingday#telanganaelections#telanganaelections2018,1,Telangana
21998,pollingbooth,1,Telangana
21999,httpstcoohenna5py9,1,Telangana
22000,rajath,1,Telangana
22001,suppressed,1,Telangana
22002,#age,1,Telangana
22003,httpstcoovhrryamg3,1,Telangana
22004,httpstco3mbpulcxql#hyderabad,1,Telangana
22005,httpstcomrqrpm1vcp,1,Telangana
22006,possibleothers,1,Telangana
22007,httpstcoqczi89cgvn,1,Telangana
22008,bhaisaab,1,Telangana
22009,devulapalli,1,Telangana
22010,#lagadapatirajagopal#telanganawithkcr,1,Telangana
22011,peoplebuthe,1,Telangana
22012,ministercontestant,1,Telangana
22013,httpstcodpc0glrwsa,1,Telangana
22014,#nenokkadine,1,Telangana
22015,wld,1,Telangana
22016,@pspkfreak,1,Telangana
22017,doubtall,1,Telangana
22018,changesvoted,1,Telangana
22019,more#exitpolls2018,1,Telangana
22020,#telanganaelections#exitpolls,1,Telangana
22021,@nalluripradeep,1,Telangana
22022,72no,1,Telangana
22023,httpstco28imodcldj,1,Telangana
22024,13was,1,Telangana
22025,sunitha,1,Telangana
22026,papam,1,Telangana
22027,selecting,1,Telangana
22028,#gaddarcastsvote,1,Telangana
22029,lenge,1,Telangana
22030,prefergo,1,Telangana
22031,httpstcoapp4lxqmr2,1,Telangana
22032,httpstcorecuvoko8p,1,Telangana
22033,emergency,1,Telangana
22034,2#phirekbaarkcr,1,Telangana
22035,@pradeepguptaami,1,Telangana
22036,vote#jrntr,1,Telangana
22037,#kodangal#nagarjunasagar#gadwal#karimnagar#kukatpally#nalgonda#telanganaassemblyelection2018,1,Telangana
22038,gelisthe,1,Telangana
22039,committees,1,Telangana
22040,httpstcoqbhc06vtqf,1,Telangana
22041,winnin,1,Telangana
22042,supportbecause,1,Telangana
22043,arif,1,Telangana
22044,disappears,1,Telangana
22045,husnabad,1,Telangana
22046,#honor8c,1,Telangana
22047,#newsfactoryhttpstconwaorhzxg1,1,Telangana
22048,oppressedvote,1,Telangana
22049,#cookedup,1,Telangana
22050,havesee,1,Telangana
22051,@trspartykcr,1,Telangana
22052,sagam,1,Telangana
22053,httpstconsxeuazrxy#bjp4rajasthan,1,Telangana
22054,that#telanganaelections2018,1,Telangana
22055,10raj,1,Telangana
22056,httpstcoq8b2ukxnyj,1,Telangana
22057,httpstcoagf31jen7s,1,Telangana
22058,#telanganaexitpollssurvey,1,Telangana
22059,reality#phirekbaarkcr,1,Telangana
22060,#parties,1,Telangana
22061,#politically,1,Telangana
22062,lookout,1,Telangana
22063,#nogovernance,1,Telangana
22064,httpstcokvzxfxtdes,1,Telangana
22065,promotion,1,Telangana
22066,httpstcoylqxae2w8e,1,Telangana
22067,level#trsparty,1,Telangana
22068,httpstco6ckngzuf6v,1,Telangana
22069,#moosapeta#mothinagar#allapur@trs,1,Telangana
22070,httpstcowh7vlohlv8,1,Telangana
22071,chesarogo,1,Telangana
22072,spirits,1,Telangana
22073,terminals,1,Telangana
22074,methuku,1,Telangana
22075,adsthey,1,Telangana
22076,votingits,1,Telangana
22077,rajasthaninc,1,Telangana
22078,sanjay,1,Telangana
22079,loose#prajakutami,1,Telangana
22080,then#telanganawithkcr,1,Telangana
22081,shes,1,Telangana
22082,mullas,1,Telangana
22083,deptits,1,Telangana
22084,#newsfactoryhttpstcoku2yye7vbo,1,Telangana
22085,belive,1,Telangana
22086,7991cong,1,Telangana
22087,citi,1,Telangana
22088,truetimes,1,Telangana
22089,jaii,1,Telangana
22090,citizenship,1,Telangana
22091,promo,1,Telangana
22092,#independentcandidates,1,Telangana
22093,8pmwe,1,Telangana
22094,httpstcoxk97bczqqq,1,Telangana
22095,#trshttpstco96fjzgxn8c#telangaelections2018,1,Telangana
22096,httpstcoftbbbsur16,1,Telangana
22097,httpstcofw2ig2ecdl,1,Telangana
22098,#middleclass,1,Telangana
22099,years#telanganaelections,1,Telangana
22100,@hemantsarin,1,Telangana
22101,multicornered,1,Telangana
22102,httpstcoqwznluzsuk,1,Telangana
22103,attttttsuper,1,Telangana
22104,httpstcotky97pws7f,1,Telangana
22105,inconsequential,1,Telangana
22106,listwho,1,Telangana
22107,again#phirekbaarkcr,1,Telangana
22108,63#telanganawithkcr,1,Telangana
22109,35aimim,1,Telangana
22110,dependents,1,Telangana
22111,telagana,1,Telangana
22112,coffers,1,Telangana
22113,httpstco4tc4jkr9jl,1,Telangana
22114,anymorewat,1,Telangana
22115,@kuranarin,1,Telangana
22116,#rstarhttpstcof4gnimycwm,1,Telangana
22117,lessons,1,Telangana
22118,certainley,1,Telangana
22119,httpstcoypbzlnotwu,1,Telangana
22120,aathooooi,1,Telangana
22121,mania,1,Telangana
22122,moments,1,Telangana
22123,survy,1,Telangana
22124,trueshe,1,Telangana
22125,reserved,1,Telangana
22126,httpstcojo31hoxwzz,1,Telangana
22127,httpstcopvlfr1fwxvnghami,1,Telangana
22128,avthunnadaaa,1,Telangana
22129,rubbish,1,Telangana
22130,distributions,1,Telangana
22131,#raipur,1,Telangana
22132,httpstcoehwdl2oab8,1,Telangana
22133,attained,1,Telangana
22134,httpstcoc2mj0pgkel,1,Telangana
22135,#votebjp,1,Telangana
22136,speeches#telanganaelections,1,Telangana
22137,detained,1,Telangana
22138,httpstcopzdnbc9dlq,1,Telangana
22139,53#telanganaelections2018,1,Telangana
22140,tempple,1,Telangana
22141,@nitinbgoode,1,Telangana
22142,httpstcomy2j4n1hex,1,Telangana
22143,terrible,1,Telangana
22144,dishing,1,Telangana
22145,#pse,1,Telangana
22146,httpstcoglhm4jukrf,1,Telangana
22147,confusing,1,Telangana
22148,#shalini,1,Telangana
22149,#balkrisna,1,Telangana
22150,#vijaybabu,1,Telangana
22151,vision#voteforcar,1,Telangana
22152,psychopaths@trspartyonline,1,Telangana
22153,httpstcobhkxuhadjg,1,Telangana
22154,40inctdptjscpi,1,Telangana
22155,httpstco067ed1gq38,1,Telangana
22156,httpstconcd4ftpeqe,1,Telangana
22157,supportso,1,Telangana
22158,httpstcorsad5v9uam,1,Telangana
22159,doneold,1,Telangana
22160,manufacturing,1,Telangana
22161,graf,1,Telangana
22162,httpstco3pazez5ojd,1,Telangana
22163,turnoutfollow,1,Telangana
22164,lodged,1,Telangana
22165,@rajasekharrj491,1,Telangana
22166,#kruparani,1,Telangana
22167,adhurs#telanganawithkcr,1,Telangana
22168,#telanganaelections2018#telanganahttpstcohssgf1oiuj,1,Telangana
22169,@shilpisinghinc,1,Telangana
22170,farce,1,Telangana
22171,#trs#cmkcr,1,Telangana
22172,letters,1,Telangana
22173,#bjpthis,1,Telangana
22174,@thefreylife,1,Telangana
22175,potaraa,1,Telangana
22176,alochistunarumiru,1,Telangana
22177,abuser,1,Telangana
22178,futurehttpstcomcmpnnlzgr#voteforcar#phirekbaarkcr#telanganawithkcr,1,Telangana
22179,#fridayfeeiingembrace,1,Telangana
22180,allare,1,Telangana
22181,httpstco4f33sb3oyf,1,Telangana
22182,@rbs1206,1,Telangana
22183,future#telanganaelections2018#telanganaelections,1,Telangana
22184,httpstcokocyxprgqr,1,Telangana
22185,himby,1,Telangana
22186,#rachanareddy,1,Telangana
22187,httpstcovvz52widly,1,Telangana
22188,industrial,1,Telangana
22189,httpstcou6nwirm5fs,1,Telangana
22190,#puvvadaajay,1,Telangana
22191,httpstcohqrjubouo7,1,Telangana
22192,agpits,1,Telangana
22193,fordont,1,Telangana
22194,park,1,Telangana
22195,@rajashekar331,1,Telangana
22196,telecastin,1,Telangana
22197,balika,1,Telangana
22198,httpstcoaortn9demp,1,Telangana
22199,httpstcouwfpksqwk1,1,Telangana
22200,courage,1,Telangana
22201,centralstategovt,1,Telangana
22202,httpstco0xpqpfemm8,1,Telangana
22203,#kcr#telanganawithkcr,1,Telangana
22204,#gunnahtax,1,Telangana
22205,httpstcopxfsty7qls,1,Telangana
22206,bowled,1,Telangana
22207,bommera,1,Telangana
22208,#telanganaelectionwithhmtv@revanthanumula,1,Telangana
22209,httpstco41lmfcp03y,1,Telangana
22210,thriving,1,Telangana
22211,httpstcoehqa6vxdpw,1,Telangana
22212,fooled,1,Telangana
22213,chattisgarh90,1,Telangana
22214,politics#for,1,Telangana
22215,regard,1,Telangana
22216,49p,1,Telangana
22217,#gabberhubdotcomgain,1,Telangana
22218,boomerangs,1,Telangana
22219,#bhagyanagar,1,Telangana
22220,httpstcoyc84nuydk9,1,Telangana
22221,judgment,1,Telangana
22222,44#bjp5other,1,Telangana
22223,janata,1,Telangana
22224,#nandamurifamily,1,Telangana
22225,#premsingh,1,Telangana
22226,preempting,1,Telangana
22227,httpstcouk8r348t85,1,Telangana
22228,@venubalayya,1,Telangana
22229,chanakya#telanganaelections#telanganaelections2018,1,Telangana
22230,#telanganaassemblyelections2018#telangana,1,Telangana
22231,bahubali,1,Telangana
22232,win#telanganawithkcr,1,Telangana
22233,footing,1,Telangana
22234,#telanganadevelopment,1,Telangana
22235,bacha,1,Telangana
22236,tjs,1,Telangana
22237,httpstconyyhqz5jq3,1,Telangana
22238,httpstcornzkbgbtob,1,Telangana
22239,#telanganaelectionshttpstcosyqox5xtjo,1,Telangana
22240,handsplease,1,Telangana
22241,murkier,1,Telangana
22242,67pm,1,Telangana
22243,httpstcotzrteftvxa,1,Telangana
22244,constituenciesonly,1,Telangana
22245,httpstcol0l6s0hj0e,1,Telangana
22246,httpstcovnfqtdoode,1,Telangana
22247,b@saysitso,1,Telangana
22248,httpstcoxx4l2cgk2p,1,Telangana
22249,httpstcooz0fpvhtue,1,Telangana
22250,httpstcok4t1glipsh,1,Telangana
22251,case2#telanganaelections2018#telanganawithkcr,1,Telangana
22252,#7#srinivasreddy,1,Telangana
22253,jarigite,1,Telangana
22254,session@ktrtrs,1,Telangana
22255,isdeclared,1,Telangana
22256,httpstcogzt769ffta#telanganaelections2018,1,Telangana
22257,httpstco8ysf84sb6m,1,Telangana
22258,httpstcodjbsuorrhp,1,Telangana
22259,saniks,1,Telangana
22260,reddyr#gajwel,1,Telangana
22261,missile,1,Telangana
22262,#jaguars,1,Telangana
22263,suicide,1,Telangana
22264,@aimimfansclub#telanganaelections,1,Telangana
22265,dhanasiri,1,Telangana
22266,httpstcovgln6kwp9u,1,Telangana
22267,congress#telanganawithkcr,1,Telangana
22268,@therocketsummer,1,Telangana
22269,gaaru#electionswithndtv,1,Telangana
22270,congress#prajakutami,1,Telangana
22271,#dataviz,1,Telangana
22272,httpstcotfoleg287m,1,Telangana
22273,@adgpi,1,Telangana
22274,chesukondi#telangana,1,Telangana
22275,#cbnarmynandyal#kcrfailedtelangana,1,Telangana
22276,stationlive,1,Telangana
22277,staying,1,Telangana
22278,#kundhanbagh,1,Telangana
22279,#avengers4trailer,1,Telangana
22280,assessments,1,Telangana
22281,you@ktrtrs,1,Telangana
22282,#telanganaelectionsoutside,1,Telangana
22283,baby,1,Telangana
22284,@zcwzghmc@inctelangana,1,Telangana
22285,@trendshyderabad,1,Telangana
22286,staged,1,Telangana
22287,#evmsetting,1,Telangana
22288,#hawakarukh,1,Telangana
22289,httpstcok740s7tg59,1,Telangana
22290,httpstcowkx1nf3kci,1,Telangana
22291,httpstcokcswpbthxz,1,Telangana
22292,external,1,Telangana
22293,vote#castyourvote,1,Telangana
22294,httpstcomqhpvwmatw,1,Telangana
22295,httpstcoyez0pp2mfu,1,Telangana
22296,httpstcoelm5ph8qlu,1,Telangana
22297,onduty,1,Telangana
22298,right#telanganawithkcr#telanganaelections,1,Telangana
22299,lined,1,Telangana
22300,chibn,1,Telangana
22301,packup,1,Telangana
22302,suspect,1,Telangana
22303,jovial,1,Telangana
22304,legendary#modiwave,1,Telangana
22305,httpstcotuq3bjypip,1,Telangana
22306,@sircillatrs,1,Telangana
22307,scheming,1,Telangana
22308,httpstco9bvic8bzdl,1,Telangana
22309,httpstcoq3ckipetam,1,Telangana
22310,assemblytelangana,1,Telangana
22311,61kutami,1,Telangana
22312,#avenger4trailer,1,Telangana
22313,eligibility,1,Telangana
22314,similarly,1,Telangana
22315,muyincharu,1,Telangana
22316,@actornagababu,1,Telangana
22317,httpstcos4ermkduvz,1,Telangana
22318,httpstco5caib9xllc,1,Telangana
22319,babucongress,1,Telangana
22320,9999008335,1,Telangana
22321,@swetasinghat,1,Telangana
22322,httpstcozljppnl9q1,1,Telangana
22323,httpstco4bp5pljocu,1,Telangana
22324,0others,1,Telangana
22325,#dovote,1,Telangana
22326,sole,1,Telangana
22327,years#telanganaelections2018,1,Telangana
22328,#inewshttpstco3zcjaunr3d#telanganaelections,1,Telangana
22329,survey#sivakumaar,1,Telangana
22330,httpstco4nxuhbnu0t,1,Telangana
22331,immaterial,1,Telangana
22332,httpstcokvcnzp4zno,1,Telangana
22333,httpstcokt5nhujacb,1,Telangana
22334,williamlawsonske,1,Telangana
22335,ignorance,1,Telangana
22336,forces#telanganawithkcr,1,Telangana
22337,2018wish,1,Telangana
22338,believepraja,1,Telangana
22339,onwards#exitpoll,1,Telangana
22340,httpstcoi2czg2eru9,1,Telangana
22341,incumbancy,1,Telangana
22342,#regression,1,Telangana
22343,httpstcoiqhx7kspf9#ntvtelugu,1,Telangana
22344,httpstcoinct3kcmgx,1,Telangana
22345,@sushmaswaraj,1,Telangana
22346,#secularism,1,Telangana
22347,#marathaquotapolitics,1,Telangana
22348,#chudubabai,1,Telangana
22349,httpstcouuo3jrhvtw,1,Telangana
22350,@nandamurikalyan,1,Telangana
22351,velli,1,Telangana
22352,badalne,1,Telangana
22353,kaa,1,Telangana
22354,httpstcoeurvvsz1wl,1,Telangana
22355,httpstcod40kpuredz,1,Telangana
22356,ampco,1,Telangana
22357,httpstcotflkxjflu,1,Telangana
22358,@ckvarma,1,Telangana
22359,#exitpoll#elections2018,1,Telangana
22360,httpstcobmvkz8iomi,1,Telangana
22361,httpstcovkf6bagxv7,1,Telangana
22362,votevoting,1,Telangana
22363,rely,1,Telangana
22364,#verdict,1,Telangana
22365,httpstcor7vp6c6tgb,1,Telangana
22366,httpstcodiwcxh6hks,1,Telangana
22367,#votewithfreedom,1,Telangana
22368,@kingehind,1,Telangana
22369,flower,1,Telangana
22370,nunber,1,Telangana
22371,#akbaruddin,1,Telangana
22372,votepwds,1,Telangana
22373,unityvote,1,Telangana
22374,surfaces,1,Telangana
22375,dilemma,1,Telangana
22376,newssting,1,Telangana
22377,@aerpulavenkata@sumirankvs@amarhindu@ivak99httpstcozftkgw8dw4,1,Telangana
22378,torchbearers,1,Telangana
22379,shop,1,Telangana
22380,@loquaciouslion,1,Telangana
22381,httpstcopfglotpoeg,1,Telangana
22382,b#telanganaelectionsprincipal,1,Telangana
22383,jandhan,1,Telangana
22384,@pbtfifan,1,Telangana
22385,seatclaiming,1,Telangana
22386,present#voteforcar,1,Telangana
22387,httpstcotppzvortxw,1,Telangana
22388,httpstcol1vstcd4fa,1,Telangana
22389,125135#telangana,1,Telangana
22390,httpstcovz4uzb5nj6,1,Telangana
22391,only#askktr,1,Telangana
22392,#nerflixandchill,1,Telangana
22393,#comedypunches#ringulovarthalulatestvideos,1,Telangana
22394,#letswork,1,Telangana
22395,tr,1,Telangana
22396,httpstcoyvwhxzrwaw,1,Telangana
22397,virtueafter,1,Telangana
22398,#nairobi,1,Telangana
22399,httpstcocxho2m9yp0,1,Telangana
22400,waived,1,Telangana
22401,wastelove,1,Telangana
22402,celebrated,1,Telangana
22403,httpstcorzsxujfwuk,1,Telangana
22404,httpstcoorsndxdho1,1,Telangana
22405,emphasizes,1,Telangana
22406,poll#exitpoll,1,Telangana
22407,httpstco1hwe43v7qp,1,Telangana
22408,@karanbhasin95,1,Telangana
22409,tarakki,1,Telangana
22410,@muralidharanpk,1,Telangana
22411,#telangana#telanganawithbjpthink,1,Telangana
22412,#raikal,1,Telangana
22413,httpstcod7nw9ajrse,1,Telangana
22414,chetiloo#voteforcar,1,Telangana
22415,untayo,1,Telangana
22416,scuppered,1,Telangana
22417,bitei,1,Telangana
22418,b#electiontelangana2018,1,Telangana
22419,#jumla,1,Telangana
22420,teeskunaduhell,1,Telangana
22421,@zoobear,1,Telangana
22422,placethis,1,Telangana
22423,#inewshttpstcokrlvho8a2z#telanganaelections,1,Telangana
22424,desperate,1,Telangana
22425,httpstcojxf4slalh6,1,Telangana
22426,bullish,1,Telangana
22427,httpstco6jjgq35ujv,1,Telangana
22428,defame,1,Telangana
22429,velu,1,Telangana
22430,httpstcoppraejswko,1,Telangana
22431,kani@dnrtrs,1,Telangana
22432,#fraudrevanthreddy,1,Telangana
22433,httpstco6rwd7xhijf,1,Telangana
22434,@1patelzuber,1,Telangana
22435,culmination,1,Telangana
22436,wakated,1,Telangana
22437,httpstco5v5zwafafd,1,Telangana
22438,reneged,1,Telangana
22439,r#muddagonirammohangoud,1,Telangana
22440,#ttsf,1,Telangana
22441,httpstcot0vibzly83,1,Telangana
22442,2019please,1,Telangana
22443,#votenow,1,Telangana
22444,@begilyas,1,Telangana
22445,#kamalraj,1,Telangana
22446,httpstcodtb4j7pfg1,1,Telangana
22447,httpstcopimh2wx5wk,1,Telangana
22448,b@rkhyd27,1,Telangana
22449,#redyanayak,1,Telangana
22450,instances,1,Telangana
22451,thega,1,Telangana
22452,mud,1,Telangana
22453,point#telanganaelections2018,1,Telangana
22454,httpstcotxhhpdesfs,1,Telangana
22455,#rgia,1,Telangana
22456,httpstcoc39nd9u2n5,1,Telangana
22457,#telanganaelectionsthree,1,Telangana
22458,httpstcovzgnlqmj6z,1,Telangana
22459,pupils,1,Telangana
22460,@jayapoorva18,1,Telangana
22461,tiriga,1,Telangana
22462,httpstcogearuu6pk1,1,Telangana
22463,httpstcoyvjovyxfg4,1,Telangana
22464,hueit,1,Telangana
22465,karim,1,Telangana
22466,votewhat,1,Telangana
22467,lekhe,1,Telangana
22468,@syedzafarbjp,1,Telangana
22469,7oth,1,Telangana
22470,want#education,1,Telangana
22471,httpstcowfgn6hgloc,1,Telangana
22472,#pappuforareason,1,Telangana
22473,rebellion,1,Telangana
22474,inkeddid,1,Telangana
22475,humor,1,Telangana
22476,httpstcoxsfyz5mbn3,1,Telangana
22477,@therealtora,1,Telangana
22478,@jogeshwarg,1,Telangana
22479,@congressparty4,1,Telangana
22480,fans#telanganaelections2018#telanganaelections#hyderabadvotes,1,Telangana
22481,alivehttpstcofripgucp3d,1,Telangana
22482,#telanganaelections2018#telanganaelections#telanganaassemblyelections2018,1,Telangana
